url,type,domain,ip_address
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=112&Itemid=61,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.onlybrands.com.br/loja/index.php?option=com_virtuemart&page=shop.browse&keyword=_____,defacement,www.onlybrands.com.br,52.200.197.31
http://www.demunjones.com/index.php?view=article&catid=2:media&id=47:demun-jones-light&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=5,defacement,www.demunjones.com,198.185.159.144
http://jetrack.net/Index.php/wishlist/index.html,defacement,jetrack.net,34.102.136.180
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=109&Itemid=166,defacement,www.ninopizzaria.com.br,34.117.168.233
http://siepp.com/index.php?option=com_sobi2&catid=45&Itemid=56,defacement,siepp.com,64.190.63.111
http://www.affordableart.com.au/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=18&sobi2Id=2&Itemid=2,defacement,www.affordableart.com.au,34.117.168.233
http://www.dovehouse.us/events/gunsandhoses,defacement,www.dovehouse.us,15.197.142.173
http://www.webopro.com/index.php/new/na/201----tatiana-mikhina,defacement,www.webopro.com,54.161.222.85
http://www.magicmarcproductions.com/photos/blood-on-the-tracks-live-2012.html,defacement,www.magicmarcproductions.com,198.185.159.144
http://www.prosuzdal.ru/suzdal.html,defacement,www.prosuzdal.ru,34.117.168.233
http://niedoba-assoc.com/index.php?option=com_content&view=article&id=104&Itemid=163,defacement,niedoba-assoc.com,205.178.189.131
http://www.versatilityphoneshop.co.uk/bt-versatility-cards/bt-versatility-digital-line-card-isdn30e.html,defacement,www.versatilityphoneshop.co.uk,199.59.243.223
http://blueanchor.nl/dintelmarkt/page/search.html,defacement,blueanchor.nl,34.249.138.199
http://www.planet-fitness.it/index.php?option=com_content&view=category&layout=blog&id=39&Itemid=64,defacement,www.planet-fitness.it,64.91.240.248
http://www.iremshrine.com/history-of-irem-shrine-mainmenu-31,defacement,www.iremshrine.com,15.197.142.173
http://www.affordable-adult-vacations.com/faq/9/index.html,defacement,www.affordable-adult-vacations.com,67.227.226.240
http://www.affordableart.com.au/index.php?option=com_content&view=article&id=10&Itemid=11,defacement,www.affordableart.com.au,34.117.168.233
http://www.paradigmafcm.com/ca/home,defacement,www.paradigmafcm.com,34.117.168.233
http://www.forumdetregastel.fr/conditions-generales/44-news-12-tarif-vendredi.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://www.kloster-hornbach.de/de/empfehlungen/kloster-multimedial/wandern,defacement,www.kloster-hornbach.de,217.160.0.240
http://www.sportschule-neumann.de/index.php?option=com_content&view=article&id=17:leser-schwitzen-beim-fitness-gott,defacement,www.sportschule-neumann.de,45.56.79.23
http://hetiaz.com/index.php?%2Fplus-value-immobiliere.html,defacement,hetiaz.com,34.102.136.180
http://www.forumdetregastel.fr/actualitespromos/44-news-12-tarif-vendredi.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://westwindwebdesign.com/content-development/2-joomla-content-management-systems.html,defacement,westwindwebdesign.com,15.197.142.173
http://everdesign.com.au/index.php?option=com_virtuemart&page=shop.browse&category_id=7&Itemid=1,defacement,everdesign.com.au,185.230.63.107
http://everdesign.com.au/index.php?option=com_virtuemart&page=shop.browse&category_id=6&Itemid=1,defacement,everdesign.com.au,185.230.63.107
http://niedoba-assoc.com/index.php?option=com_rsform&view=rsform&Itemid=150,defacement,niedoba-assoc.com,205.178.189.131
http://www.barbiericatering.com/v3/index.php?option=com_content&view=article&id=66&Itemid=101,defacement,www.barbiericatering.com,3.219.1.121
http://www.pidloga.com/o-nas/itemid-76.php,defacement,www.pidloga.com,64.190.63.111
http://www.radlinkstaffing.com/index.php?option=com_contact&view=contact&id=10:nikki-perkins&catid=6:staff&Itemid=9,defacement,www.radlinkstaffing.com,34.117.168.233
http://niedoba-assoc.com/index.php?option=com_content&view=article&id=98&Itemid=157,defacement,niedoba-assoc.com,205.178.189.131
http://www.timali.com/listings?cur_page=4&action=searchresults&sortby=City&sorttype=ASC&cmsrealty=user,defacement,www.timali.com,216.40.34.41
http://www.svehla.at/cms/index.php?option=com_content&view=article&id=100&Itemid=78,defacement,www.svehla.at,34.117.168.233
http://www.photoremote.de/en/screenshots,defacement,www.photoremote.de,64.190.63.111
http://practicaleyes.net/training-and-events/81-company-training.html,defacement,practicaleyes.net,205.178.189.131
http://www.pidloga.com/stroitelnaya-ximiya/itemid-301.php,defacement,www.pidloga.com,64.190.63.111
http://freesoftpage.de/download-server/viewcategory/39-vm-virtuelle-maschinen.html,defacement,freesoftpage.de,64.190.63.111
http://theexpertautorepair.com/oil-change-specials/day.listevents/2013/02/03/-.html,defacement,theexpertautorepair.com,3.140.13.188
http://www.allaroundrental.com/index.php?option=com_adsmanager&view=front&Itemid=83,defacement,www.allaroundrental.com,35.172.94.1
http://sever-gorod.ru/index.php/2010-08-04-17-10-37/3-izdan/10-2010-08-18-17-03-40,defacement,sever-gorod.ru,62.122.170.171
http://www.bcm-shop.de/home.html?category_id=86&page=shop.browse&limit=20&limitstart=20,defacement,www.bcm-shop.de,104.247.82.54
http://sever-gorod.ru/index.php/2011-03-12-19-49-12/20-sms-?tmpl=component&print=1&layout=default&page=,defacement,sever-gorod.ru,62.122.170.171
http://www.photoremote.de/de/faq/4-Anwendung/38-IchhabemeinenAktivierungskeyverloren.Wasnun,defacement,www.photoremote.de,64.190.63.111
http://www.bakfietsservice.nl/index.php?option=com_content&view=article&id=520:thorbikeseniorcomfortmv&catid=33:thorbike&Itemid=47,defacement,www.bakfietsservice.nl,34.240.216.169
http://www.blackridgemining.com/index.php?option=com_content&view=article&id=16&Itemid=9,defacement,www.blackridgemining.com,34.205.242.146
http://www.vfleberstadt.de/index.php?option=com_user&view=remind,defacement,www.vfleberstadt.de,34.117.168.233
http://jetrack.net/Index.php/appliances/kitchen-appliances/mixer-grinder-juicer.html,defacement,jetrack.net,34.102.136.180
http://myhealthbrand.com/index.php?option=com_content&view=article&id=27&Itemid=30&lang=bg,defacement,myhealthbrand.com,208.91.197.27
http://www.lacollina.org/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5sYWNvbGxpbmEub3JnL2xhdm9yYS1jb24tbm9pLmh0bWw=,defacement,www.lacollina.org,89.46.110.66
http://floordiscount.nl/index.php/Douwes-Dekker-Eigenwijs/Bekijk-alle-producten.html,defacement,floordiscount.nl,34.249.138.199
http://www.sportschule-neumann.de/index.php?view=article&catid=2:seminare&id=7:spezial-trainingseinheit-fuer-sportteams-mannschaftssportler&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=5,defacement,www.sportschule-neumann.de,45.56.79.23
http://siepp.com/index.php?option=com_anci&Itemid=70,defacement,siepp.com,64.190.63.111
http://www.z-mobility.eu/hotels-und-pensionen.html,defacement,www.z-mobility.eu,35.172.94.1
http://www.enolr.com/real-estate-and-insurance.html,defacement,www.enolr.com,3.18.7.81
http://greatplainschurch.org/goehner-campus/sermons.html,defacement,greatplainschurch.org,15.197.142.173
http://www.wsnc.org.au/component/jcalpro/view/984,defacement,www.wsnc.org.au,34.117.168.233
http://www.paradigmafcm.com/es/trabajos/item/109,defacement,www.paradigmafcm.com,34.117.168.233
http://onecliq.com/index.php?option=com_content&view=article&id=3&Itemid=4,defacement,onecliq.com,15.197.142.173
http://www.transportheker.com/index.php?option=com_user&view=remind&font_size=largefonts,defacement,www.transportheker.com,35.172.94.1
http://www.thermansi.com/index.php?page=shop.ask&flypage=flypage_images.tpl&product_id=17&category_id=6&option=com_virtuemart&Itemid=1,defacement,www.thermansi.com,18.214.81.167
http://www.prosuzdal.ru/index.php/gostinitsy-suzdalya/37-dostoprimechatelnosti-suzdal/64-stromynka.html,defacement,www.prosuzdal.ru,34.117.168.233
http://supergorod.ru/index.php?view=article&catid=9:2010-08-12-20-14-50&id=23:2011-05-11-19-53-22&tmpl=component&print=1&layout=default&page=,defacement,supergorod.ru,31.31.205.163
http://www.boeuf-soufflenheim.com/de.feed?type=atom,defacement,www.boeuf-soufflenheim.com,213.186.33.4
http://jetrack.net/Index.php/appliances/kitchen-appliances/microwave-ovens.html,defacement,jetrack.net,34.102.136.180
http://www.sportschule-neumann.de/index.php?option=com_mailto&tmpl=component&link=21a960a52f953a98a283f148916b89a5e7dfc01a,defacement,www.sportschule-neumann.de,45.56.79.23
http://www.ecofutbol.com/index.php?option=com_content&view=article&id=79:programas&Itemid=235,defacement,www.ecofutbol.com,207.148.248.143
http://www.sportschule-neumann.de/index.php?option=com_content&view=article&id=5&Itemid=7,defacement,www.sportschule-neumann.de,45.56.79.23
http://freesoftpage.de/download-server/view.download/14-grafik--photo/54-faststone-image-viewer.html,defacement,freesoftpage.de,64.190.63.111
http://www.thehalfmoonwarninglid.co.uk/about-the-half-moon/local-information.html,defacement,www.thehalfmoonwarninglid.co.uk,198.185.159.144
http://www.webopro.com/index.php/new/na/178--matthieu-sonnet,defacement,www.webopro.com,3.18.7.81
http://www.planet-fitness.it/index.html,defacement,www.planet-fitness.it,64.91.240.248
http://www.foehn.es/index.php?option=com_content&view=article&id=63&Itemid=31,defacement,www.foehn.es,34.102.136.180
http://www.cresco.com.hk/corporate/testimonials/18-testimonials-corp-assessment/94-senior-manager-aecom-asia-company-ltd-hong-kong,defacement,www.cresco.com.hk,34.117.168.233
http://www.ecofutbol.com/index.php?option=com_content&view=article&id=82&Itemid=204,defacement,www.ecofutbol.com,207.148.248.143
http://theexpertautorepair.com/oil-change-specials/cat.listevents/2013/02/04/-.html,defacement,theexpertautorepair.com,34.205.242.146
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=112&Itemid=61,defacement,www.ninopizzaria.com.br,34.117.168.233
http://florianrestaurant.com/index.php?option=com_content&view=article&id=77&Itemid=145&lang=pt,defacement,florianrestaurant.com,216.40.34.41
http://www.photoremote.de/de/photonews/195-layout-wird-fuer-version-2009-ueberarbeitet,defacement,www.photoremote.de,64.190.63.111
http://www.surfgadget.com/high-power-wifi-adapter.html?page=shop.browse&manufacturer_id=30,defacement,www.surfgadget.com,3.140.13.188
http://siepp.com/index.php?option=com_sobi2&catid=2&Itemid=56,defacement,siepp.com,64.190.63.111
http://masterstrans.com/contact-us/login/remind,defacement,masterstrans.com,199.59.243.223
http://www.bcm-shop.de/home.html?page=shop.product_details&flypage=flypage.tpl&product_id=646&category_id=86,defacement,www.bcm-shop.de,104.247.82.54
http://www.vfleberstadt.de/index.php?option=com_joomleague&func=about&p=6&Itemid=56,defacement,www.vfleberstadt.de,34.117.168.233
http://www.dovehouse.us/events/sponsors,defacement,www.dovehouse.us,15.197.142.173
http://www.sportschule-neumann.de/index.php?limitstart=7,defacement,www.sportschule-neumann.de,45.56.79.23
http://myhealthbrand.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL215aGVhbHRoYnJhbmQuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTcwJTNBMjAxMi0wMS0yOS0xMS0zNC0xNyZjYXRpZD0zNSUzQWFydGljbGVzJkl0ZW1pZD0xODAmbGFuZz1iZw==&lang=bg,defacement,myhealthbrand.com,208.91.197.27
http://siepp.com/index.php?option=com_sobi2&catid=116&Itemid=56,defacement,siepp.com,64.190.63.111
http://vivre-productions.com/index.php/productions/opening,defacement,vivre-productions.com,34.249.138.199
http://www.westlondongmpresources.org.uk/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=503&category_id=42&option=com_virtuemart&Itemid=1,defacement,www.westlondongmpresources.org.uk,199.59.243.223
http://www.ecofutbol.com/index.php?view=article&id=48:dummy-content&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=96,defacement,www.ecofutbol.com,207.148.248.143
http://www.salfed.com/component/content/article/83/106-gazeteler.html,defacement,www.salfed.com,3.130.253.23
http://sitiohotel.com.br/refeicoes,defacement,sitiohotel.com.br,185.230.63.171
http://www.stagsbreath.co.uk/component/user/reset.html,defacement,www.stagsbreath.co.uk,23.227.38.74
http://www.photoremote.de/de/downloadcenter,defacement,www.photoremote.de,64.190.63.111
http://www.bcm-shop.de/home.html?page=shop.browse&category_id=78,defacement,www.bcm-shop.de,104.247.82.54
http://www.forumdetregastel.fr/visite-virtuelle/45-news-bon-cadeau.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://www.affordable-adult-vacations.com/index.php?option=com_content&view=article&id=3&Itemid=64,defacement,www.affordable-adult-vacations.com,67.227.226.240
http://westwindwebdesign.com/web-design-website-development/34-internet-advertising-revenues-hit-64-billion-.html,defacement,westwindwebdesign.com,15.197.142.173
http://freesoftpage.de/download-server/view.download/40/1055.html,defacement,freesoftpage.de,64.190.63.111
http://www.vfleberstadt.de/index.php?view=article&catid=34:startseite&id=192:weihnachtsfeier-2012&tmpl=component&print=1&layout=default&page=,defacement,www.vfleberstadt.de,34.117.168.233
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=109&Itemid=166,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.wsnc.org.au/events/miss-warradale,defacement,www.wsnc.org.au,34.117.168.233
http://kennethjaylinsner.com/index.php?option=com_content&view=article&id=1,defacement,kennethjaylinsner.com,15.197.142.173
http://www.enolr.com/event-calendar/day/date/2013-01-14/13.html,defacement,www.enolr.com,52.71.57.184
http://masterstrans.com/component/content/article/2-home/2-about-us,defacement,masterstrans.com,199.59.243.223
http://gessobh.com/x.txt,defacement,gessobh.com,3.130.204.160
http://www.oshinkan.com/fr/component/jevents/day.listevents/2013/01/06/-.html,defacement,www.oshinkan.com,213.186.33.4
http://supergorod.ru/index.php/2011-03-12-19-49-12/20-sms-?tmpl=component&print=1&layout=default&page=,defacement,supergorod.ru,31.31.205.163
http://www.niniscafe.de/index.php/ueber-uns,defacement,www.niniscafe.de,23.227.38.74
http://www.pidloga.com/tritty-75-lc/15/flypage-pakretnaya-doskatpl/shopproduct_details/680/itemid-87.php,defacement,www.pidloga.com,64.190.63.111
http://www.cresco.com.hk/corporate/home.1,defacement,www.cresco.com.hk,34.117.168.233
http://www.webopro.com/index.php/sits.1,defacement,www.webopro.com,52.71.57.184
http://www.sgeo.net/index.php?option=com_k2&view=item&id=6:modulo-riassuntivo&Itemid=3&tmpl=component&print=1,defacement,www.sgeo.net,89.46.110.66
http://www.kloster-hornbach.de/de/arrangements/romantiker/optimisten-auszeit,defacement,www.kloster-hornbach.de,217.160.0.240
http://vivre-productions.com/index.php/productpresentatie,defacement,vivre-productions.com,34.249.138.199
http://hetiaz.com/index.php?%2Ffiscalite-de-limmobilier-par-un-resident-bresilien.html,defacement,hetiaz.com,34.102.136.180
http://www.pidloga.com/tritty-75-lc/15/flypage-pakretnaya-doskatpl/shopproduct_details/1629/itemid-87.php,defacement,www.pidloga.com,64.190.63.111
http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=27&Itemid=21,defacement,www.faceaffair.com.au,34.149.87.45
http://www.natuurfotovanderhart.nl/contact.html,defacement,www.natuurfotovanderhart.nl,34.149.87.45
http://www.cresco.com.hk/individual/home,defacement,www.cresco.com.hk,34.117.168.233
http://jbquimica.com/a-empresa/meio-ambiente,defacement,jbquimica.com,34.160.73.230
http://niedoba-assoc.com/index.php?option=com_content&view=article&id=118&Itemid=146,defacement,niedoba-assoc.com,205.178.189.131
http://www.lagunasdelcatedral.com/lagunas/index.php?option=com_jforms&view=form&id=1&Itemid=25,defacement,www.lagunasdelcatedral.com,172.64.80.1
http://vision-dental.com/index.php?option=com_contact&view=contact&id=1&Itemid=186,defacement,vision-dental.com,198.185.159.144
http://florianrestaurant.com/index.php?option=com_user&view=reset&Itemid=28&lang=en,defacement,florianrestaurant.com,216.40.34.41
http://www.bakfietsservice.nl/index.php?option=com_content&view=article&id=469:popalangelpaars&catid=30:popalmeisjes&Itemid=45,defacement,www.bakfietsservice.nl,34.240.216.169
http://www.fitasylum.com/index.php/blog/beachbody.1,defacement,www.fitasylum.com,3.18.7.81
http://blueanchor.nl/index.php?view=article&catid=31:general&id=50:ledenregistratie&tmpl=component&print=1&layout=default&page=,defacement,blueanchor.nl,34.249.138.199
http://ttlr.com/index.php?option=com_contact&task=vcard&contact_id=1&format=raw&tmpl=component,defacement,ttlr.com,3.64.163.50
http://www.fitasylum.com/index.php/about/about-dan/100-lets-get-started,defacement,www.fitasylum.com,54.209.32.212
http://www.versatilityphoneshop.co.uk/bt-versatility-telephone-engineer-half-day-.html,defacement,www.versatilityphoneshop.co.uk,199.59.243.223
http://freesoftpage.de/download-server/upload.html,defacement,freesoftpage.de,64.190.63.111
http://www.forumdetregastel.fr/les-horaires/45-news-bon-cadeau.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://practicaleyes.net/training-events.html,defacement,practicaleyes.net,205.178.189.131
http://www.timali.com/listings?action=listingview&listingID=65664&cmsrealty=user,defacement,www.timali.com,216.40.34.41
http://crosstownstation.com/cs/index.php?view=article&id=68:about-us&tmpl=component&print=1&layout=default&page=&option=com_content,defacement,crosstownstation.com,34.102.136.180
http://www.webopro.com/index.php/new/na/204--oprisco,defacement,www.webopro.com,54.161.222.85
http://hetiaz.com/index.php?%2Fmonuments-historiques.html,defacement,hetiaz.com,34.102.136.180
http://www.hengte.com/diaocha.asp,defacement,www.hengte.com,170.33.13.246
http://studioarmando.com/index.php?option=com_content&view=article&id=3&Itemid=3,defacement,studioarmando.com,34.102.136.180
http://www.planet-fitness.it/index.php?option=com_content&view=article&id=73&Itemid=65&vsig73_0=0,defacement,www.planet-fitness.it,64.91.240.248
http://www.photoremote.de/de/photonews/197-osterueberraschung-photoremote-fuer-2495-eur,defacement,www.photoremote.de,64.190.63.111
http://www.teesriverstrust.org/index.php?option=com_content&view=article&id=9&Itemid=14,defacement,www.teesriverstrust.org,34.117.168.233
http://www.urubike.com/index.html,defacement,www.urubike.com,3.19.116.195
http://www.westlondongmpresources.org.uk/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=378&category_id=39&option=com_virtuemart&Itemid=1,defacement,www.westlondongmpresources.org.uk,199.59.243.223
http://westwindwebdesign.com/services/34-internet-advertising-revenues-hit-64-billion-.html,defacement,westwindwebdesign.com,15.197.142.173
http://hetiaz.com/index.php?%2Fimmobilier-des-expatries.html,defacement,hetiaz.com,34.102.136.180
http://pridepestcontrolservices.com/ants-identification/carpenter-ants.html,defacement,pridepestcontrolservices.com,74.220.199.6
http://siepp.com/index.php?option=com_sobi2&catid=50&Itemid=56,defacement,siepp.com,64.190.63.111
http://www.dovehouse.us/home,defacement,www.dovehouse.us,15.197.142.173
http://sever-gorod.ru/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3NldmVyLWdvcm9kLnJ1L2luZGV4LnBocC8yMDEwLTA4LTA0LTE3LTA5LTU4LzQtaXpkYW4vNi0yMDEwLTA4LTA0LTE3LTE1LTU3,defacement,sever-gorod.ru,62.122.170.171
http://www.affordableart.com.au/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=18&sobi2Id=7&Itemid=2,defacement,www.affordableart.com.au,34.117.168.233
http://westwindwebdesign.com/web-design-website-development/38-static-websites-an-affordable-website-solution.html,defacement,westwindwebdesign.com,15.197.142.173
http://www.salfed.com/haberler.html,defacement,www.salfed.com,54.161.222.85
http://www.vfleberstadt.de/index.php?option=com_phocagallery&view=detail&catid=1:archivbilder&id=5:1969-1970&tmpl=component&Itemid=54,defacement,www.vfleberstadt.de,34.117.168.233
http://www.affordableart.com.au/index.php?option=com_phocagallery&view=detail&catid=1:multiple-personalities-2009&id=2:img3129&tmpl=component&Itemid=14,defacement,www.affordableart.com.au,34.117.168.233
http://www.awakeningspolefitness.com/index.php?option=com_content&view=article&id=27:sara&catid=9:instructors&Itemid=8,defacement,www.awakeningspolefitness.com,198.185.159.144
http://www.sgeo.net/index.php?option=com_k2&view=item&id=27:calcolatrice&Itemid=13&tmpl=component&print=1,defacement,www.sgeo.net,89.46.110.66
http://www.foehn.es/que-tomar-en-foeehn,defacement,www.foehn.es,34.102.136.180
http://www.danceineducation.com/web/index.php?option=com_content&view=article&id=77&Itemid=75&lang=en,defacement,www.danceineducation.com,3.19.116.195
http://www.dagwood.co.uk/our-specialist-skills.html,defacement,www.dagwood.co.uk,198.185.159.144
http://pridepestcontrolservices.com/ants-identification/carpenter-ants/nesting.html,defacement,pridepestcontrolservices.com,74.220.199.6
http://www.cavalieren.nl/index.php?option=com_jevents&task=month.calendar&year=2013&month=01&day=31&Itemid=36,defacement,www.cavalieren.nl,34.149.87.45
http://greatplainschurch.org/goehner-campus/sermons.html?start=30,defacement,greatplainschurch.org,15.197.142.173
http://www.enolr.com/williams-dean.html,defacement,www.enolr.com,34.205.242.146
http://www.planet-fitness.it/index.php?option=com_contact&view=contact&id=1&Itemid=55,defacement,www.planet-fitness.it,64.91.240.248
http://www.vakantiehuislereve.nl/index.php?option=com_content&view=article&id=66:bezinningsweek&catid=35&Itemid=78&vsig66_0=4,defacement,www.vakantiehuislereve.nl,34.117.168.233
http://www.enolr.com/event-calendar/week/date/2013-01-05/13.html,defacement,www.enolr.com,34.205.242.146
http://www.foehn.es/conoce-a-foeehn/antiguas-promociones/84-restaurantes-contra-el-hambre-g-no-vigente,defacement,www.foehn.es,34.102.136.180
http://www.affordable-adult-vacations.com/index2.php?option=com_content&view=article&id=55&Itemid=79,defacement,www.affordable-adult-vacations.com,67.227.226.240
http://www.lacollina.org/servizi.html,defacement,www.lacollina.org,89.46.110.66
http://www.versatilityphoneshop.co.uk/corded-headsets.html,defacement,www.versatilityphoneshop.co.uk,199.59.243.223
http://www.thermansi.com/index2.php?page=shop.browse&category_id=20&option=com_virtuemart&Itemid=1,defacement,www.thermansi.com,18.214.81.167
http://football-euro.net/istoriya-anglijskogo-futbola/137-istoriya-kluba-qfulxemq.html,defacement,football-euro.net,34.102.136.180
http://benchmarkms.com/projects/correctional/album/3/14,defacement,benchmarkms.com,23.236.62.147
http://www.cavalieren.nl/index.php?option=com_content&view=article&id=15:veiligheid&Itemid=26,defacement,www.cavalieren.nl,34.149.87.45
http://www.salfed.com/resim-galeri/category/58-sis-da.html,defacement,www.salfed.com,54.209.32.212
http://www.dovehouse.us/about-us/mission/86-privacy-policy,defacement,www.dovehouse.us,15.197.142.173
http://www.vakantiehuislereve.nl/index.php?view=category&catid=5&page=2&catpage=1&option=com_joomgallery&Itemid=82,defacement,www.vakantiehuislereve.nl,34.117.168.233
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=103&Itemid=67,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.tellimus.ee/et/pood/category/203/lures/high-quality-lures.html,defacement,www.tellimus.ee,3.64.163.50
http://www.ebeco.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5lYmVjby5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD0yNSUzQWltcHJlc3N1bSZjYXRpZD0xNCUzQWthdGVnb3JpZWEmSXRlbWlkPTI2Jmxhbmc9ZGU=&lang=de,defacement,www.ebeco.de,23.227.38.74
http://www.sklep-splawik.pl/x.txt,defacement,www.sklep-splawik.pl,172.64.80.1
http://www.cavalieren.nl/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=16&Itemid=36,defacement,www.cavalieren.nl,34.149.87.45
http://www.fitasylum.com/index.php/transformations,defacement,www.fitasylum.com,3.130.253.23
http://freesoftpage.de/download-server/view.download/40/306.html,defacement,freesoftpage.de,64.190.63.111
http://football-euro.net/novosti-ukraina/60-byvshaya-stolicza-okazalas-na-futbolnom-pole-silnee-nyneshnej.html,defacement,football-euro.net,34.102.136.180
http://www.allaroundrental.com/index.php?page=shop.product_details&category_id=34&flypage=flypage.pbv.v1.tpl&product_id=262&option=com_virtuemart&Itemid=70,defacement,www.allaroundrental.com,35.172.94.1
http://www.cresco.com.hk/corporate/home/sitemap,defacement,www.cresco.com.hk,34.117.168.233
http://myhealthbrand.com/index.php?option=com_k2&view=itemlist&layout=category&task=category&id=7&Itemid=102&lang=bg,defacement,myhealthbrand.com,208.91.197.27
http://florianrestaurant.com/index.php?option=com_user&view=register&Itemid=28&lang=en,defacement,florianrestaurant.com,216.40.34.41
http://www.bcm-shop.de/home.html?category_id=96&page=shop.browse&limit=20&limitstart=100,defacement,www.bcm-shop.de,104.247.82.54
http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=7&Itemid=29,defacement,www.faceaffair.com.au,34.149.87.45
http://benchmarkms.com/projects/correctional/album/3/16,defacement,benchmarkms.com,23.236.62.147
http://www.enolr.com/event-calendar/day/date/2013-01-24/13.html,defacement,www.enolr.com,3.130.204.160
http://theexpertautorepair.com/starting-a-charging.html,defacement,theexpertautorepair.com,34.205.242.146
http://www.tellimus.ee/et/pood/category/165/keep-nets.html,defacement,www.tellimus.ee,3.64.163.50
http://www.wsnc.org.au/events/damfest,defacement,www.wsnc.org.au,34.117.168.233
http://www.allsolarflorida.com/index.php/residential-solar-power-systems/solar-hot-water-heaters,defacement,www.allsolarflorida.com,54.161.222.85
http://www.webopro.com/index.php/new/na/197---charles-hildreth,defacement,www.webopro.com,52.71.57.184
http://www.dovehouse.us/about-us/facility,defacement,www.dovehouse.us,15.197.142.173
http://www.forumdetregastel.fr/tarifs/45-news-bon-cadeau.html,defacement,www.forumdetregastel.fr,46.105.57.169
mp3raid.com/music/krizz_kaliko.html,benign,mp3raid.com,15.197.142.173
192.com/atoz/people/oakley/patrick/,benign,192.com,151.139.128.10
perfectpeople.net/celebrity-star/6920/gidget-gein.htm,benign,perfectpeople.net,64.91.240.248
infinitysw.com/,benign,infinitysw.com,216.40.34.41
sunshinemills.com/,benign,sunshinemills.com,198.185.159.144
veoox.com/tags/game.html,benign,veoox.com,3.64.163.50
chuckwalkertrio.blogspot.com/,benign,chuckwalkertrio.blogspot.com,74.125.134.132
chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27,benign,chacha.com,170.33.13.246
eyeappealoptometry.com/,benign,eyeappealoptometry.com,198.185.159.144
brophygen.com/,benign,brophygen.com,76.223.105.230
stewstew.com/,benign,stewstew.com,3.140.13.188
worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml,benign,worldwrestlinginsanity.com,192.0.78.24
sportsposterwarehouse.com/items_388__grandprixclassicscoll.html,benign,sportsposterwarehouse.com,23.227.38.32
lip-service.com/webzine/tag/post-apocalyptic-fashion/,benign,lip-service.com,23.227.38.32
argentinawarez.com/musica-mp3-gratis/65991-ost-boat-rocked-soundtrack-2cd-2009-a.html,benign,argentinawarez.com,3.64.163.50
192.com/atoz/people/gerrard/steven/,benign,192.com,151.139.128.10
home.comcast.net/~jcage89/350z/navbox/index.htm,benign,home.comcast.net,96.99.227.255
chacha.com/question/what-time-does-metro-center-mall-close,benign,chacha.com,170.33.13.246
ertx.com/movie/2008/mad-about-mambo,benign,ertx.com,207.148.248.143
mtlasm.blogspot.com/,benign,mtlasm.blogspot.com,74.125.134.132
genealogybuff.com/ar/clark/webbbs_config.pl/noframes/read/10,benign,genealogybuff.com,66.96.149.32
lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,benign,lilliputreview.blogspot.com,74.125.134.132
filmcritic.com/features/2008/10/american-science-fiction-movies/,benign,filmcritic.com,205.178.189.131
spcmoray.com/,benign,spcmoray.com,3.140.13.188
tomdegan.blogspot.com/,benign,tomdegan.blogspot.com,74.125.134.132
fadsplymouth.com/,benign,fadsplymouth.com,15.197.142.173
mp3raid.com/music/lo_key.html,benign,mp3raid.com,15.197.142.173
trssllc.com/,benign,trssllc.com,15.197.142.173
